PlayerID,Age,Gender,Location,GameGenre,GameDifficulty,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,HrsPerSession,churned
21352,34,Male,USA,Strategy,Easy,0.29,0,1,49,29,2,Low,0.29,1
21353,46,Female,USA,Simulation,Easy,6.49,0,12,33,17,14,Medium,0.54,0
21354,46,Male,Europe,RPG,Medium,1.39,0,19,148,52,29,High,0.07,0
21355,40,Male,Europe,Strategy,Easy,14.89,1,7,94,80,16,Medium,2.13,0
21356,34,Male,Asia,Simulation,Easy,10.7,0,1,67,90,6,Low,10.7,1
21357,32,Female,Europe,RPG,Easy,5.63,0,2,68,69,11,Low,2.82,1
21358,29,Male,Other,Action,Easy,18.98,0,8,19,30,1,Low,2.37,1
21359,36,Female,Asia,Simulation,Medium,4.12,0,12,24,89,18,Medium,0.34,0
21360,36,Male,Europe,Simulation,Easy,18.39,0,6,155,79,28,Medium,3.06,0
21361,35,Male,Europe,Strategy,Medium,23.35,1,4,158,93,33,Medium,5.84,0
21362,16,Male,Asia,Strategy,Medium,13.96,1,5,26,36,0,Medium,2.79,0
21363,32,Male,Asia,RPG,Hard,19.81,0,16,84,28,22,Medium,1.24,0
21364,37,Male,Europe,Sports,Hard,2.39,0,3,40,78,38,Low,0.8,1
21365,27,Male,USA,Action,Easy,7.31,0,6,59,42,49,Medium,1.22,0
21366,23,Male,Europe,RPG,Easy,16.57,0,9,58,18,41,Medium,1.84,0
21367,21,Male,Asia,RPG,Hard,16.81,0,19,60,10,35,Medium,0.88,0
21368,15,Female,Europe,Strategy,Easy,2.8,0,4,166,1,32,Medium,0.7,0
21369,16,Female,Other,RPG,Hard,22.0,0,16,66,48,43,High,1.38,0
21370,18,Male,Asia,Action,Hard,22.79,0,14,31,16,28,Medium,1.63,0
21371,28,Male,Europe,Simulation,Easy,0.76,0,15,35,16,33,Medium,0.05,0
21372,46,Male,USA,Sports,Easy,19.46,0,14,157,69,41,High,1.39,0
21373,16,Male,USA,Sports,Medium,3.31,0,3,70,97,28,High,1.1,0
21374,28,Male,Europe,Simulation,Hard,2.93,0,8,148,73,16,Medium,0.37,0
21375,34,Male,USA,Strategy,Easy,16.81,1,0,81,53,44,Low,,1
21376,39,Female,USA,RPG,Easy,1.94,0,11,126,74,48,Low,0.18,1
21377,22,Female,USA,Sports,Hard,10.76,0,15,83,31,45,Medium,0.72,0
21378,42,Male,Europe,Strategy,Easy,9.22,1,15,171,15,47,Low,0.61,1
21379,35,Female,Asia,RPG,Easy,16.3,0,2,18,62,5,Low,8.15,1
21380,37,Male,USA,Sports,Easy,19.11,0,8,84,13,38,Medium,2.39,0
21381,46,Male,Europe,Sports,Easy,5.06,0,11,121,23,37,Medium,0.46,0
21382,22,Female,USA,Simulation,Medium,4.43,0,19,111,63,36,High,0.23,0
21383,45,Male,USA,Strategy,Hard,21.76,0,2,38,75,28,Low,10.88,1
21384,30,Female,Asia,Action,Easy,0.14,0,17,50,30,37,Medium,0.01,0
21385,41,Male,Europe,Sports,Medium,13.48,0,16,20,40,4,Low,0.84,1
21386,32,Female,Europe,RPG,Easy,14.23,0,19,76,80,36,Medium,0.75,0
21387,49,Male,Other,Strategy,Hard,19.65,0,15,40,55,8,Medium,1.31,0
21388,29,Female,USA,Sports,Hard,5.22,0,14,96,49,46,Medium,0.37,0
21389,41,Male,Asia,Action,Hard,22.79,0,1,144,40,41,Low,22.79,1
21390,31,Male,Europe,Action,Easy,1.66,1,4,103,2,14,Medium,0.41,0
21391,16,Female,Europe,Sports,Medium,7.29,1,12,17,58,48,Medium,0.61,0
21392,45,Female,USA,Simulation,Easy,5.89,1,0,19,1,31,Low,,1
21393,48,Female,Asia,Sports,Easy,5.2,0,4,129,88,34,Medium,1.3,0
21394,48,Male,USA,Sports,Easy,4.01,0,12,169,4,20,High,0.33,0
21395,17,Male,Europe,RPG,Easy,4.46,0,18,170,19,3,High,0.25,0
21396,31,Male,Asia,RPG,Hard,18.6,0,3,114,15,16,High,6.2,0
21397,28,Male,Europe,Simulation,Medium,23.17,0,9,90,2,24,Medium,2.57,0
21398,28,Female,Europe,RPG,Easy,18.54,1,0,70,15,17,Low,,1
21399,49,Female,USA,Sports,Medium,6.01,0,17,133,95,1,High,0.35,0
21400,15,Female,Asia,Simulation,Medium,6.0,1,19,74,48,27,High,0.32,0
21401,43,Male,Europe,RPG,Easy,17.58,0,3,134,74,16,Medium,5.86,0
21402,18,Male,Europe,RPG,Hard,7.92,0,15,105,40,17,High,0.53,0
21403,47,Female,Europe,Sports,Easy,19.16,1,10,53,46,42,Medium,1.92,0
21404,31,Female,USA,Simulation,Easy,0.35,0,19,178,77,32,High,0.02,0
21405,42,Female,Europe,RPG,Medium,9.01,0,10,155,43,33,High,0.9,0
21406,40,Female,Europe,Strategy,Medium,9.21,0,15,94,19,45,High,0.61,0
21407,22,Female,Europe,Sports,Hard,7.89,1,18,154,65,22,High,0.44,0
21408,48,Male,USA,Strategy,Easy,17.22,0,16,145,98,24,High,1.08,0
21409,32,Female,Asia,Action,Easy,16.19,0,1,160,39,22,Low,16.19,1
21410,45,Male,Asia,RPG,Easy,23.89,0,16,166,66,20,High,1.49,0
21411,41,Female,USA,Strategy,Hard,14.73,0,18,23,46,28,Medium,0.82,0
21412,30,Female,Europe,Action,Hard,20.03,0,3,41,74,40,Low,6.68,1
21413,24,Male,USA,Sports,Easy,5.73,0,14,38,8,33,Medium,0.41,0
21414,26,Male,USA,Strategy,Medium,15.66,0,3,157,86,40,Medium,5.22,0
21415,36,Male,Europe,Simulation,Easy,11.61,0,0,167,12,35,Low,,1
21416,30,Male,USA,Sports,Medium,20.5,0,6,156,48,5,Medium,3.42,0
21417,26,Male,Europe,Sports,Easy,21.16,0,9,150,27,3,Medium,2.35,0
21418,25,Male,Asia,Simulation,Easy,6.09,0,3,91,19,26,Low,2.03,1
21419,34,Male,Europe,Sports,Easy,1.43,1,6,178,22,33,Medium,0.24,0
21420,15,Male,USA,Action,Easy,12.94,0,16,92,12,44,High,0.81,0
21421,41,Male,Europe,RPG,Easy,8.07,0,14,125,20,24,High,0.58,0
21422,17,Male,Europe,Sports,Easy,17.06,0,1,131,1,6,Low,17.06,1
21423,26,Male,Other,Strategy,Medium,0.14,1,11,62,50,35,Medium,0.01,0
21424,44,Female,Europe,Sports,Easy,16.52,0,10,169,63,41,High,1.65,0
21425,23,Female,Asia,Simulation,Easy,12.93,0,11,60,15,25,Medium,1.18,0
21426,15,Female,Other,Strategy,Medium,7.77,1,10,146,1,37,High,0.78,0
21427,18,Male,Europe,Simulation,Easy,13.77,0,13,113,4,39,High,1.06,0
21428,29,Female,USA,Sports,Medium,22.43,1,3,161,39,41,Medium,7.48,0
21429,41,Male,Asia,Action,Easy,21.26,0,5,52,31,49,Medium,4.25,0
21430,22,Male,Asia,Strategy,Hard,20.95,0,18,128,63,46,High,1.16,0
21431,37,Male,Asia,Sports,Hard,5.69,0,17,139,96,36,High,0.33,0
21432,29,Male,Other,Sports,Easy,9.69,1,9,89,67,22,Medium,1.08,0
21433,41,Male,USA,Simulation,Medium,1.74,0,3,129,58,36,Medium,0.58,0
21434,45,Female,USA,Sports,Easy,3.13,1,8,101,52,10,Medium,0.39,0
21435,22,Female,Europe,Action,Easy,5.68,0,19,82,12,9,High,0.3,0
21436,44,Female,Europe,Strategy,Medium,21.21,0,12,143,42,0,High,1.77,0
21437,32,Female,Asia,Sports,Hard,2.88,1,12,23,71,43,Medium,0.24,0
21438,18,Female,USA,Simulation,Easy,8.42,0,16,63,60,47,Medium,0.53,0
21439,36,Male,Europe,Action,Easy,0.72,0,12,114,85,36,High,0.06,0
21440,17,Female,Other,RPG,Easy,6.3,0,19,53,19,24,Medium,0.33,0
21441,29,Female,USA,Action,Medium,19.15,0,6,38,68,5,Low,3.19,1
21442,49,Male,USA,Sports,Hard,22.21,0,15,100,81,43,High,1.48,0
21443,47,Female,Europe,Sports,Easy,9.91,0,18,50,64,18,High,0.55,0
21444,28,Male,USA,Strategy,Medium,6.71,1,15,161,17,18,High,0.45,0
21445,15,Male,USA,Sports,Medium,13.79,0,5,71,30,32,Medium,2.76,0
21446,40,Female,USA,Action,Medium,0.66,0,19,28,67,29,Medium,0.03,0
21447,22,Female,USA,RPG,Easy,8.0,0,11,75,6,37,High,0.73,0
21448,30,Female,USA,Action,Easy,18.87,0,12,45,79,12,Medium,1.57,0
21449,24,Female,USA,Sports,Easy,0.47,1,6,112,50,38,Medium,0.08,0
21450,40,Male,Asia,Sports,Easy,6.62,0,16,41,41,38,Medium,0.41,0
21451,42,Male,Europe,RPG,Hard,4.65,0,13,118,60,29,High,0.36,0
21452,26,Male,Asia,RPG,Medium,8.46,0,9,139,53,38,Medium,0.94,0
21453,34,Female,USA,Strategy,Easy,1.74,1,2,135,54,3,Low,0.87,1
21454,28,Male,USA,RPG,Medium,10.25,1,2,51,52,30,Low,5.13,1
21455,49,Female,USA,Simulation,Medium,11.29,0,6,45,66,41,Medium,1.88,0
21456,43,Male,USA,Sports,Easy,2.31,0,8,27,88,38,Medium,0.29,0
21457,26,Female,Asia,Strategy,Medium,19.7,0,18,154,57,17,High,1.09,0
21458,32,Male,USA,Action,Easy,17.47,0,18,156,10,44,High,0.97,0
21459,16,Male,USA,Strategy,Easy,6.28,0,0,131,64,7,Low,,1
21460,16,Male,Asia,Sports,Easy,3.45,0,7,41,28,17,Low,0.49,1
21461,31,Male,Asia,Sports,Hard,23.96,0,16,137,69,43,High,1.5,0
21462,24,Male,USA,RPG,Medium,0.64,0,18,153,1,34,High,0.04,0
21463,32,Female,Europe,RPG,Easy,12.45,0,15,131,9,17,High,0.83,0
21464,36,Male,Europe,Simulation,Medium,17.66,0,12,86,72,7,Medium,1.47,0
21465,33,Female,USA,Simulation,Easy,22.51,0,10,78,16,0,Medium,2.25,0
21466,15,Female,USA,Sports,Easy,12.53,0,0,12,49,8,Low,,1
21467,38,Female,Asia,Sports,Easy,13.84,1,19,156,96,5,High,0.73,0
21468,39,Male,USA,Simulation,Hard,21.39,1,1,150,30,24,Low,21.39,1
21469,45,Female,Europe,Simulation,Medium,9.79,0,2,104,9,19,Low,4.9,1
21470,45,Male,Asia,RPG,Hard,8.96,0,10,107,73,42,Medium,0.9,0
21471,16,Male,USA,Strategy,Easy,21.38,0,2,71,62,15,Low,10.69,1
21472,33,Male,USA,RPG,Easy,17.44,0,9,137,26,4,Medium,1.94,0
21473,26,Male,Asia,Simulation,Hard,16.0,0,4,89,6,37,High,4.0,0
21474,24,Female,Europe,Action,Easy,3.93,0,15,154,77,1,High,0.26,0
21475,45,Male,Europe,Simulation,Easy,10.25,0,3,80,91,28,High,3.42,0
21476,36,Male,Europe,Action,Hard,9.54,0,10,161,63,39,High,0.95,0
21477,37,Male,USA,RPG,Medium,21.94,0,19,152,40,33,High,1.15,0
21478,37,Male,Asia,RPG,Easy,1.14,0,3,177,23,17,Medium,0.38,0
21479,29,Male,USA,RPG,Medium,23.63,0,13,145,2,4,High,1.82,0
21480,40,Male,USA,Sports,Easy,21.93,0,19,57,1,22,Medium,1.15,0
21481,17,Male,Europe,Sports,Medium,15.27,0,10,119,58,27,Medium,1.53,0
21482,37,Female,Asia,RPG,Hard,10.21,0,8,178,4,19,High,1.28,0
21483,34,Female,Asia,Strategy,Medium,18.48,0,19,132,38,6,High,0.97,0
21484,22,Male,USA,Sports,Easy,20.02,1,10,32,59,15,Medium,2.0,0
21485,32,Female,Asia,Strategy,Easy,4.15,0,19,26,9,3,Medium,0.22,0
21486,20,Male,Europe,Sports,Hard,21.02,0,18,73,35,8,Medium,1.17,0
21487,41,Female,Europe,Simulation,Medium,3.52,0,14,16,11,24,Low,0.25,1
21488,29,Male,Other,RPG,Easy,9.73,0,9,176,63,11,High,1.08,0
21489,19,Female,USA,Sports,Hard,4.89,1,11,153,11,43,High,0.44,0
21490,23,Male,Europe,Simulation,Easy,12.96,0,5,107,14,34,Medium,2.59,0
21491,21,Male,Europe,Strategy,Medium,22.35,0,16,135,70,13,High,1.4,0
21492,34,Male,USA,Sports,Medium,8.27,0,13,73,29,42,Medium,0.64,0
21493,24,Male,Asia,Strategy,Medium,19.63,0,18,177,33,40,High,1.09,0
21494,40,Female,Europe,RPG,Hard,12.31,0,12,22,73,5,Low,1.03,1
21495,18,Female,Europe,Sports,Medium,19.54,0,5,158,47,29,Medium,3.91,0
21496,38,Male,Europe,RPG,Easy,21.61,1,14,116,39,14,High,1.54,0
21497,28,Male,Europe,Action,Easy,10.42,1,7,163,94,22,Medium,1.49,0
21498,15,Male,Europe,RPG,Medium,9.49,1,8,84,75,9,Medium,1.19,0
21499,31,Male,USA,Strategy,Hard,5.1,0,11,81,91,21,Medium,0.46,0
21500,38,Male,USA,Strategy,Easy,21.38,0,18,146,27,1,High,1.19,0
21501,41,Male,USA,RPG,Easy,17.87,0,15,35,11,3,Medium,1.19,0
21502,21,Female,Asia,Sports,Medium,11.08,0,16,168,50,19,High,0.69,0
21503,23,Male,Asia,Sports,Easy,9.38,0,4,68,70,43,Medium,2.34,0
21504,49,Female,Europe,Strategy,Easy,2.46,1,8,13,31,41,Low,0.31,1
21505,26,Female,Other,Strategy,Medium,4.8,0,19,171,50,14,High,0.25,0
21506,35,Male,USA,Simulation,Hard,6.79,0,17,56,6,3,Medium,0.4,0
21507,17,Male,Asia,Sports,Easy,21.24,0,13,40,34,21,Medium,1.63,0
21508,29,Female,USA,Simulation,Easy,16.02,0,1,113,47,40,Medium,16.02,0
21509,35,Male,USA,Strategy,Easy,4.43,1,12,108,87,46,Medium,0.37,0
21510,24,Male,USA,Strategy,Easy,8.44,0,6,89,10,30,Medium,1.41,0
21511,47,Female,Europe,Simulation,Medium,4.5,0,19,153,8,21,High,0.24,0
21512,20,Male,Asia,Sports,Hard,7.0,0,0,179,95,46,Low,,1
21513,16,Female,Asia,Sports,Easy,3.74,0,8,155,16,7,Medium,0.47,0
21514,43,Male,Europe,Strategy,Hard,19.68,0,18,154,39,3,High,1.09,0
21515,47,Female,USA,Action,Medium,1.39,1,3,159,49,32,Medium,0.46,0
21516,18,Female,USA,Action,Hard,10.72,0,2,55,7,4,Low,5.36,1
21517,18,Male,Other,Strategy,Hard,6.86,0,8,162,74,16,Medium,0.86,0
21518,43,Female,USA,Action,Medium,9.71,0,9,52,50,26,High,1.08,0
21519,34,Female,Asia,Strategy,Medium,21.46,0,8,145,23,23,Medium,2.68,0
21520,37,Male,USA,Sports,Hard,10.99,1,5,62,97,19,Medium,2.2,0
21521,32,Female,USA,Sports,Easy,10.45,0,17,69,16,17,Medium,0.61,0
21522,39,Male,USA,Action,Hard,10.08,1,9,97,96,42,Medium,1.12,0
21523,15,Female,USA,Action,Medium,3.48,0,4,19,43,41,Low,0.87,1
21524,29,Male,Europe,Sports,Medium,13.41,0,16,19,8,11,Low,0.84,1
21525,48,Male,USA,RPG,Medium,6.75,0,7,99,26,15,Medium,0.96,0
21526,34,Male,Other,RPG,Easy,14.7,0,5,44,36,34,Low,2.94,1
21527,41,Male,USA,Simulation,Medium,15.91,1,1,56,92,30,High,15.91,0
21528,36,Female,Asia,Simulation,Easy,19.55,0,6,16,58,20,Low,3.26,1
21529,19,Male,Europe,Action,Easy,16.92,0,16,157,95,19,Medium,1.06,0
21530,48,Male,USA,Simulation,Easy,14.78,1,9,16,31,14,Low,1.64,1
21531,17,Male,USA,RPG,Medium,18.47,0,12,31,38,29,Medium,1.54,0
21532,31,Male,Europe,Strategy,Easy,15.88,0,17,71,84,14,Medium,0.93,0
21533,38,Male,USA,Strategy,Easy,8.24,0,6,147,44,27,Medium,1.37,0
21534,38,Male,Europe,RPG,Easy,2.72,0,8,77,25,18,Medium,0.34,0
21535,17,Female,Europe,Strategy,Easy,18.08,0,11,74,38,0,Medium,1.64,0
21536,21,Male,Europe,Simulation,Medium,5.21,0,14,35,50,24,Low,0.37,1
21537,39,Female,Europe,Action,Easy,20.69,0,11,15,94,36,Medium,1.88,0
21538,17,Female,USA,RPG,Easy,16.77,0,1,42,59,3,Low,16.77,1
21539,29,Male,Asia,Sports,Medium,10.76,0,8,128,94,2,Medium,1.34,0
21540,43,Female,USA,Sports,Easy,23.12,0,15,62,61,42,Medium,1.54,0
21541,43,Male,USA,Action,Easy,18.02,0,12,37,3,28,Medium,1.5,0
21542,24,Male,USA,Strategy,Medium,11.56,1,5,174,32,12,High,2.31,0
21543,46,Male,USA,Sports,Hard,7.2,0,19,166,2,33,High,0.38,0
21544,37,Male,Europe,Sports,Medium,6.36,1,14,93,7,23,Medium,0.45,0
21545,23,Male,Europe,RPG,Medium,6.26,0,7,39,87,17,Medium,0.89,0
21546,28,Female,USA,Strategy,Easy,11.06,0,5,170,57,32,Medium,2.21,0
21547,18,Female,USA,Strategy,Medium,4.58,0,19,21,29,13,Medium,0.24,0
21548,34,Female,USA,Action,Easy,17.15,0,9,129,47,30,Medium,1.91,0
21549,42,Male,Europe,RPG,Easy,20.02,1,13,17,9,31,Low,1.54,1
21550,28,Female,Asia,Action,Hard,1.93,1,7,158,19,1,Medium,0.28,0
21551,48,Female,Europe,Simulation,Easy,17.87,0,1,172,91,3,Low,17.87,1
21552,27,Male,Asia,Action,Easy,12.16,0,13,17,77,48,Medium,0.94,0
21553,45,Male,USA,Simulation,Easy,1.96,0,9,77,51,34,Medium,0.22,0
21554,47,Male,USA,Strategy,Easy,7.28,0,3,55,27,8,Low,2.43,1
21555,42,Male,Asia,Action,Hard,21.24,0,3,35,28,27,Low,7.08,1
21556,39,Female,Asia,RPG,Hard,17.2,0,8,102,19,24,Medium,2.15,0
21557,46,Female,Europe,Sports,Easy,9.57,0,4,142,89,17,Medium,2.39,0
21558,23,Male,Asia,RPG,Hard,17.09,0,0,157,80,10,Low,,1
21559,42,Female,Europe,Sports,Easy,6.26,1,19,78,86,22,High,0.33,0
21560,45,Female,Europe,Sports,Hard,4.43,0,12,90,99,5,Medium,0.37,0
21561,31,Female,Europe,Action,Hard,22.05,0,0,81,8,2,Low,,1
21562,37,Male,Europe,RPG,Easy,7.89,0,19,73,75,23,High,0.42,0
21563,27,Male,Europe,Strategy,Hard,5.09,1,1,150,48,29,Low,5.09,1
21564,24,Male,USA,RPG,Hard,14.48,0,4,37,17,33,Low,3.62,1
21565,30,Female,Other,Sports,Medium,21.15,1,9,19,40,24,Low,2.35,1
21566,20,Female,Other,Strategy,Medium,18.22,0,15,132,74,25,High,1.21,0
21567,25,Male,USA,Strategy,Easy,10.59,0,14,19,77,40,Medium,0.76,0
21568,17,Male,Europe,Simulation,Easy,15.27,0,5,78,67,21,Medium,3.05,0
21569,42,Female,Asia,Simulation,Medium,4.84,0,5,20,93,12,Low,0.97,1
21570,29,Male,USA,Simulation,Easy,12.25,0,8,166,41,10,Medium,1.53,0
21571,27,Male,USA,Sports,Hard,20.13,0,2,78,62,0,Low,10.06,1
21572,31,Male,Europe,Simulation,Hard,22.41,0,18,21,42,40,Medium,1.24,0
21573,21,Male,USA,Strategy,Hard,17.56,0,9,136,70,36,Medium,1.95,0
21574,42,Male,Asia,Action,Easy,9.4,1,14,63,56,44,Medium,0.67,0
21575,27,Male,Asia,RPG,Hard,6.41,0,8,46,6,14,Medium,0.8,0
21576,31,Female,Asia,Simulation,Easy,7.71,0,17,178,58,11,High,0.45,0
21577,29,Female,Asia,RPG,Hard,18.0,0,11,125,48,32,Low,1.64,1
21578,42,Male,Europe,Sports,Hard,4.65,0,18,57,70,42,Medium,0.26,0
21579,29,Male,USA,Strategy,Medium,9.65,0,3,46,53,17,Medium,3.22,0
21580,25,Male,USA,Sports,Easy,23.14,0,6,132,18,24,Medium,3.86,0
21581,45,Male,Asia,Action,Hard,22.01,0,6,172,71,8,Medium,3.67,0
21582,18,Female,Asia,Sports,Easy,22.07,0,2,126,90,16,Low,11.03,1
21583,49,Male,USA,Simulation,Easy,1.3,0,3,38,57,26,Low,0.43,1
21584,48,Male,Asia,Strategy,Easy,22.42,0,8,120,9,17,Medium,2.8,0
21585,41,Female,USA,Action,Easy,4.47,0,3,82,53,42,Medium,1.49,0
21586,24,Female,USA,Simulation,Hard,18.09,0,7,62,75,18,Medium,2.58,0
21587,44,Male,USA,RPG,Medium,4.6,0,13,175,34,7,High,0.35,0
21588,34,Male,USA,RPG,Easy,9.33,0,8,94,4,49,Medium,1.17,0
21589,43,Male,Asia,Simulation,Easy,9.93,0,10,176,46,8,High,0.99,0
21590,43,Male,Asia,Simulation,Easy,12.03,0,7,169,35,30,Medium,1.72,0
21591,37,Male,Europe,RPG,Easy,21.43,0,15,19,25,39,Low,1.43,1
21592,35,Female,Europe,Action,Easy,15.25,1,2,40,47,41,Low,7.63,1
21593,24,Male,Europe,Strategy,Hard,4.7,0,3,58,57,15,Low,1.57,1
21594,26,Female,Asia,RPG,Easy,10.32,0,10,72,33,13,Medium,1.03,0
21595,44,Female,USA,RPG,Medium,3.47,1,12,170,84,1,High,0.29,0
21596,47,Male,USA,Strategy,Medium,8.12,0,5,179,44,27,Medium,1.62,0
21597,32,Male,Europe,Strategy,Medium,10.2,0,16,29,89,41,Medium,0.64,0
21598,28,Female,Europe,Simulation,Medium,7.51,1,14,33,94,28,Medium,0.54,0
21599,36,Male,Europe,Sports,Medium,18.53,0,7,36,45,28,Low,2.65,1
21600,35,Male,Asia,Strategy,Medium,0.35,0,16,84,87,42,High,0.02,0
21601,15,Male,USA,Strategy,Hard,22.4,0,15,12,50,39,Low,1.49,1
21602,29,Female,Europe,Sports,Easy,12.55,0,19,10,2,22,Low,0.66,1
21603,36,Male,Europe,Sports,Hard,19.25,1,2,168,71,41,Medium,9.63,0
21604,46,Male,USA,Sports,Easy,4.52,0,8,89,50,30,Medium,0.56,0
21605,47,Female,USA,Simulation,Easy,8.42,0,0,48,78,21,Low,,1
21606,37,Female,Asia,Action,Easy,23.23,0,10,98,70,20,Medium,2.32,0
21607,16,Female,Europe,RPG,Easy,12.94,0,2,14,17,24,Low,6.47,1
21608,16,Female,USA,RPG,Easy,8.62,0,8,87,99,47,Medium,1.08,0
21609,43,Male,Other,Action,Medium,23.97,0,16,177,25,32,High,1.5,0
21610,17,Female,USA,Action,Hard,16.54,0,4,100,21,44,Medium,4.14,0
21611,21,Male,Europe,Sports,Medium,19.4,0,15,156,89,34,High,1.29,0
21612,43,Female,Europe,Sports,Hard,4.66,0,18,152,54,1,High,0.26,0
21613,37,Male,USA,Sports,Easy,0.33,0,15,85,66,10,Medium,0.02,0
21614,30,Female,USA,Simulation,Easy,21.95,0,18,83,34,11,High,1.22,0
21615,45,Female,Asia,Action,Hard,7.29,0,1,146,99,38,Medium,7.29,0
21616,48,Male,USA,Action,Easy,18.35,0,6,95,50,48,Medium,3.06,0
21617,15,Female,Europe,Simulation,Easy,10.32,1,14,133,34,46,High,0.74,0
21618,32,Female,Asia,Action,Easy,21.19,1,6,162,68,49,High,3.53,0
21619,29,Male,USA,Sports,Hard,6.22,0,10,35,71,49,High,0.62,0
21620,31,Male,Asia,Sports,Easy,12.71,0,2,96,18,42,Low,6.36,1
21621,24,Female,Europe,Sports,Medium,8.77,0,6,16,90,28,Low,1.46,1
21622,34,Female,USA,Sports,Medium,16.45,0,19,155,67,47,High,0.87,0
21623,20,Male,Europe,Sports,Medium,12.88,1,10,141,54,30,High,1.29,0
21624,22,Male,Europe,Strategy,Easy,17.67,0,16,54,1,37,Medium,1.1,0
21625,48,Female,USA,Sports,Easy,10.49,0,3,126,66,29,Medium,3.5,0
21626,46,Male,Europe,Strategy,Medium,18.71,0,6,29,60,11,Low,3.12,1
21627,18,Male,Other,Simulation,Hard,12.19,0,15,14,52,1,Low,0.81,1
21628,34,Male,Europe,Simulation,Medium,2.77,0,11,16,44,17,Low,0.25,1
21629,38,Male,USA,Strategy,Easy,17.56,0,13,163,87,29,High,1.35,0
21630,38,Female,Europe,Action,Easy,10.32,0,2,139,55,11,Low,5.16,1
21631,40,Male,Asia,Sports,Easy,18.81,0,14,158,53,18,High,1.34,0
21632,39,Male,USA,RPG,Easy,21.75,0,6,54,37,22,Medium,3.62,0
21633,21,Male,Europe,Action,Easy,21.73,0,17,140,54,6,High,1.28,0
21634,24,Male,Europe,Action,Hard,18.79,0,4,169,66,13,Medium,4.7,0
21635,26,Female,USA,RPG,Medium,2.83,0,17,63,44,35,Medium,0.17,0
21636,15,Male,Asia,RPG,Easy,23.1,0,7,75,45,6,Medium,3.3,0
21637,39,Female,Europe,Sports,Hard,12.58,0,0,64,5,12,Low,,1
21638,30,Female,Europe,Strategy,Hard,21.94,0,18,36,15,31,Medium,1.22,0
21639,19,Male,Europe,Sports,Easy,16.46,0,15,16,31,14,Low,1.1,1
21640,33,Female,Asia,Sports,Easy,5.06,0,12,85,90,41,High,0.42,0
21641,18,Male,Europe,Sports,Easy,15.11,1,18,121,49,20,High,0.84,0
21642,20,Female,Europe,Sports,Easy,8.86,0,13,101,67,34,Low,0.68,1
21643,40,Male,USA,Action,Easy,0.41,1,15,141,42,41,High,0.03,0
21644,23,Male,Asia,Action,Medium,20.3,0,9,59,71,2,Medium,2.26,0
21645,28,Female,USA,Strategy,Medium,23.54,0,12,156,92,9,High,1.96,0
21646,23,Male,USA,RPG,Medium,12.61,0,4,103,84,44,Medium,3.15,0
21647,29,Male,Asia,Simulation,Medium,7.63,1,1,48,97,11,Low,7.63,1
21648,34,Male,USA,Strategy,Easy,5.13,0,11,79,90,19,Medium,0.47,0
21649,22,Male,Asia,Sports,Easy,6.1,0,1,10,75,47,Medium,6.1,0
21650,46,Male,Europe,Sports,Hard,20.1,1,7,14,24,12,Low,2.87,1
21651,35,Male,USA,Action,Easy,3.74,0,4,94,51,12,Medium,0.93,0
21652,33,Female,Asia,Strategy,Easy,22.33,0,17,174,54,25,High,1.31,0
21653,43,Male,USA,RPG,Easy,10.22,0,14,169,54,11,High,0.73,0
21654,45,Male,Europe,Simulation,Hard,15.75,0,1,40,14,36,Low,15.75,1
21655,20,Female,Asia,Strategy,Hard,10.16,1,19,156,73,4,High,0.53,0
21656,18,Female,Europe,RPG,Easy,23.93,0,1,30,92,36,Low,23.93,1
21657,43,Male,Asia,Sports,Medium,8.94,0,13,110,10,30,High,0.69,0
21658,17,Female,Other,Simulation,Easy,9.04,0,18,105,28,45,High,0.5,0
21659,15,Male,Europe,Simulation,Easy,20.92,0,15,135,47,5,High,1.39,0
21660,29,Female,USA,RPG,Hard,2.79,0,11,112,27,39,Medium,0.25,0
21661,35,Male,Asia,Strategy,Easy,4.27,0,8,144,1,44,Medium,0.53,0
21662,45,Male,Europe,Strategy,Hard,23.42,0,18,124,33,40,High,1.3,0
21663,21,Male,Europe,Strategy,Medium,2.25,1,14,78,7,25,Medium,0.16,0
21664,31,Female,Europe,Simulation,Easy,1.05,1,6,165,92,30,Medium,0.17,0
21665,33,Male,Asia,RPG,Medium,18.18,0,6,45,15,34,Low,3.03,1
21666,17,Female,Europe,Action,Hard,11.18,0,6,123,83,37,Medium,1.86,0
21667,44,Female,USA,Simulation,Medium,12.71,0,9,129,57,48,Medium,1.41,0
21668,49,Female,Asia,Simulation,Easy,12.38,1,6,95,23,19,Medium,2.06,0
21669,43,Male,Asia,Strategy,Easy,21.11,0,15,120,9,17,High,1.41,0
21670,28,Female,USA,Action,Easy,9.1,0,1,63,96,27,Low,9.1,1
21671,49,Male,USA,Action,Easy,19.28,0,17,15,56,4,Low,1.13,1
21672,42,Male,Other,Sports,Easy,13.75,1,4,174,12,0,Medium,3.44,0
21673,44,Male,USA,Action,Hard,3.61,0,6,166,5,22,Medium,0.6,0
21674,40,Male,USA,Strategy,Easy,17.3,0,9,44,83,45,Medium,1.92,0
